tag,depth_index,depth,sample_r,sample_q,forward_h_gram,adjoint_q_gram,backprop_beta_gram
iid_generic,27,0.675,1,1,0.1429952053632636,2.170695044490427,1.7387519754427758
iid_generic,27,0.675,1,2,-0.07694738353032592,2.1151219241891392,1.5788275049027423
iid_generic,27,0.675,2,0,-0.280861749842178,2.0412618863362053,1.532700310489057
iid_generic,27,0.675,2,1,-0.07694738353032592,2.1151219241891392,1.5788275049027423
iid_generic,27,0.675,2,2,0.32395290145582195,2.062521469565893,1.4965884402931007
iid_generic,28,0.7,0,0,0.40815603460092426,2.0246553255503255,1.2442823307347015
iid_generic,28,0.7,0,1,0.05396835006886282,2.0922496131567385,1.3533128724528733
iid_generic,28,0.7,0,2,-0.2825379402506501,2.042149995090484,1.0634581769817453
iid_generic,28,0.7,1,0,0.05396835006886282,2.0922496131567385,1.3533128724528733
iid_generic,28,0.7,1,1,0.14471431147946812,2.1643267432646716,1.705772950232754
iid_generic,28,0.7,1,2,-0.07663712179362853,2.1111442455864444,1.192299661668293
iid_generic,28,0.7,2,0,-0.2825379402506501,2.042149995090484,1.0634581769817453
iid_generic,28,0.7,2,1,-0.07663712179362853,2.1111442455864444,1.192299661668293
iid_generic,28,0.7,2,2,0.3237353122570478,2.0607970573778736,0.9517793406745138
iid_generic,29,0.725,0,0,0.41774860758545224,2.006217802163493,1.1509943758179804
iid_generic,29,0.725,0,1,0.0562057108565372,2.0638176934877888,1.2765933266228209
iid_generic,29,0.725,0,2,-0.2901287132945354,2.0225003143781457,1.249474657887265
iid_generic,29,0.725,1,0,0.0562057108565372,2.0638176934877888,1.2765933266228209
iid_generic,29,0.725,1,1,0.14409622449759182,2.1252234640965866,1.6058847055488767
iid_generic,29,0.725,1,2,-0.07854926962261252,2.0812782641314462,1.451786338226445
iid_generic,29,0.725,2,0,-0.2901287132945354,2.0225003143781457,1.249474657887265
iid_generic,29,0.725,2,1,-0.07854926962261252,2.0812782641314462,1.451786338226445
iid_generic,29,0.725,2,2,0.32966385988751007,2.0397890511191314,1.4346190930410492
iid_generic,30,0.75,0,0,0.4274698148353961,1.9862971550345092,0.6695164696436864
iid_generic,30,0.75,0,1,0.05734701743069439,2.0356152120520736,0.9750362826824915
iid_generic,30,0.75,0,2,-0.29605464207474513,2.001384649461371,0.7748255310207415
iid_generic,30,0.75,1,0,0.05734701743069439,2.0356152120520736,0.9750362826824915
iid_generic,30,0.75,1,1,0.14225172708823572,2.0879661655716184,1.606878577655009
iid_generic,30,0.75,1,2,-0.08069391109369298,2.0516628345288277,1.182743192538599
iid_generic,30,0.75,2,0,-0.29605464207474513,2.001384649461371,0.7748255310207415
iid_generic,30,0.75,2,1,-0.08069391109369298,2.0516628345288277,1.182743192538599
iid_generic,30,0.75,2,2,0.33344570126044953,2.01732171560102,0.9617716130415269
iid_generic,31,0.775,0,0,0.43407238445444524,1.9636378743940925,1.492754490689352
iid_generic,31,0.775,0,1,0.05980329777420997,2.0012265280647257,1.6351508180473038
