control,time,depth_index,depth_fraction,C2_minus_C0_contrast_fro,contrast_normalized
n128_L64_S8,3.88,16,1.0,0.2340361460431572,0.30637858307783133
n128_L64_S8,3.92,0,0.0,0.0871624564028496,0.11410506599849689
n128_L64_S8,3.92,1,0.0625,0.07384188557473126,0.09666700061797137
n128_L64_S8,3.92,2,0.125,0.059779041872003294,0.07825721990447303
n128_L64_S8,3.92,3,0.1875,0.044326554371503395,0.05802824542564174
n128_L64_S8,3.92,4,0.25,0.028576347713705354,0.03740952442641053
n128_L64_S8,3.92,5,0.3125,0.013233451600427788,0.01732401690557863
n128_L64_S8,3.92,6,0.375,0.009687249081145589,0.012681654939131088
n128_L64_S8,3.92,7,0.4375,0.02569162862723819,0.03363311569112736
n128_L64_S8,3.92,8,0.5,0.04486057882109193,0.058727341086547404
n128_L64_S8,3.92,9,0.5625,0.0636346767102064,0.08330466218450594
n128_L64_S8,3.92,10,0.625,0.08460918293696953,0.11076255536536457
n128_L64_S8,3.92,11,0.6875,0.10721543805763852,0.1403565840214737
n128_L64_S8,3.92,12,0.75,0.13117943879804417,0.17172804828395424
n128_L64_S8,3.92,13,0.8125,0.15560288170390382,0.20370097194506995
n128_L64_S8,3.92,14,0.875,0.18096882569832365,0.23690773128902556
n128_L64_S8,3.92,15,0.9375,0.20883005288120374,0.27338108573200237
n128_L64_S8,3.92,16,1.0,0.23403560111796362,0.3063778697119196
n128_L64_S8,3.96,0,0.0,0.08716274992022104,0.11410545024442593
n128_L64_S8,3.96,1,0.0625,0.07384218778815609,0.0966673962479732
n128_L64_S8,3.96,2,0.125,0.05977934930346977,0.07825762236545475
n128_L64_S8,3.96,3,0.1875,0.044326861140220976,0.0580286470190136
n128_L64_S8,3.96,4,0.25,0.028576641275786893,0.03740990873086994
n128_L64_S8,3.96,5,0.3125,0.013233643517776065,0.017324268146108043
n128_L64_S8,3.96,6,0.375,0.009686868540308166,0.012681156770089493
n128_L64_S8,3.96,7,0.4375,0.025691215411585096,0.03363257474722429
n128_L64_S8,3.96,8,0.5,0.04486017028789651,0.05872680627248697
n128_L64_S8,3.96,9,0.5625,0.06363426267760496,0.08330412017112929
n128_L64_S8,3.96,10,0.625,0.08460876389647315,0.11076200679611276
n128_L64_S8,3.96,11,0.6875,0.10721501165923647,0.14035602581992895
n128_L64_S8,3.96,12,0.75,0.1311790018900879,0.17172747632426835
n128_L64_S8,3.96,13,0.8125,0.15560243326750328,0.20370038489340583
n128_L64_S8,3.96,14,0.875,0.18096836803196895,0.2369071321543549
n128_L64_S8,3.96,15,0.9375,0.20882958330740428,0.273380471009201
n128_L64_S8,3.96,16,1.0,0.2340351204199452,0.30637724042631453
n128_L64_S8,4.0,0,0.0,0.08716300883596495,0.11410578919308878
n128_L64_S8,4.0,1,0.0625,0.07384245434774211,0.09666774520325064
n128_L64_S8,4.0,2,0.125,0.05977962038222273,0.0782579772368096
n128_L64_S8,4.0,3,0.1875,0.04432713147142259,0.05802900091174304
n128_L64_S8,4.0,4,0.25,0.028576899625509272,0.037410246938549475
n128_L64_S8,4.0,5,0.3125,0.013233811077825102,0.017324487500302993
n128_L64_S8,4.0,6,0.375,0.009686530267518981,0.012680713934486547
n128_L64_S8,4.0,7,0.4375,0.0256908498102451,0.03363209613559778
n128_L64_S8,4.0,8,0.5,0.044859809315349546,0.058726333720450295
n128_L64_S8,4.0,9,0.5625,0.06363389701130849,0.08330364147446774
n128_L64_S8,4.0,10,0.625,0.08460839395172794,0.11076152249849988
n128_L64_S8,4.0,11,0.6875,0.10721463531153015,0.14035553314014867
n128_L64_S8,4.0,12,0.75,0.13117861629960217,0.17172697154469194
n128_L64_S8,4.0,13,0.8125,0.15560203751643545,0.20369986681253044
n128_L64_S8,4.0,14,0.875,0.18096796420325384,0.23690660349896714
n128_L64_S8,4.0,15,0.9375,0.20882916898445766,0.2733799286157311
n128_L64_S8,4.0,16,1.0,0.23403469631331128,0.3063766852249417
n128_L64_S8,4.04,0,0.0,0.08716323726437156,0.11410608823053549
n128_L64_S8,4.04,1,0.0625,0.0738426894957516,0.09666805303738299
n128_L64_S8,4.04,2,0.125,0.059779859442512635,0.07825829019253944
n128_L64_S8,4.04,3,0.1875,0.04432736972674256,0.05802931281368032
n128_L64_S8,4.04,4,0.25,0.02857712701397895,0.03741054461460647
n128_L64_S8,4.04,5,0.3125,0.013233957360270795,0.017324678999817912
n128_L64_S8,4.04,6,0.375,0.009686229512271693,0.012680320213396556
n128_L64_S8,4.04,7,0.4375,0.02569052627825848,0.033631672597296894
n128_L64_S8,4.04,8,0.5,0.0448594903118873,0.05872591611047674
n128_L64_S8,4.04,9,0.5625,0.06363357400738623,0.08330321862746012
n128_L64_S8,4.04,10,0.625,0.08460806729732684,0.11076109487262133
n128_L64_S8,4.04,11,0.6875,0.10721430308622062,0.14035509822134953
n128_L64_S8,4.04,12,0.75,0.13117827594473686,0.17172652598342653
n128_L64_S8,4.04,13,0.8125,0.15560168820522505,0.20369940952644236
n128_L64_S8,4.04,14,0.875,0.1809676078228698,0.23690613695856755
n128_L64_S8,4.04,15,0.9375,0.20882880335406429,0.2733794499660706
n128_L64_S8,4.04,16,1.0,0.23403432207732516,0.30637619530963117
n128_L64_S8,4.08,0,0.0,0.08716343882656358,0.11410635209720667
n128_L64_S8,4.08,1,0.0625,0.07384289696564544,0.0966683246378737
n128_L64_S8,4.08,2,0.125,0.05978007029782225,0.07825856622490489
n128_L64_S8,4.08,3,0.1875,0.044327579741933305,0.05802958774623947
n128_L64_S8,4.08,4,0.25,0.028577327175956287,0.037410806648245455
n128_L64_S8,4.08,5,0.3125,0.013234085056304672,0.017324846167713064
n128_L64_S8,4.08,6,0.375,0.009685962064248068,0.012679970095058382
n128_L64_S8,4.08,7,0.4375,0.02569023992290539,0.033631297727223106
n128_L64_S8,4.08,8,0.5,0.04485920834940484,0.05872554699114489
n128_L64_S8,4.08,9,0.5625,0.06363328864056994,0.08330284505148773
n128_L64_S8,4.08,10,0.625,0.0846077788202483,0.11076071722497985
n128_L64_S8,4.08,11,0.6875,0.10721400976311819,0.14035471422973958
n128_L64_S8,4.08,12,0.75,0.1311779754704518,0.17172613263014644
n128_L64_S8,4.08,13,0.8125,0.15560137983492534,0.20369900583642656
n128_L64_S8,4.08,14,0.875,0.18096729326599265,0.23690572516965394
n128_L64_S8,4.08,15,0.9375,0.20882848064275078,0.2733790275021194
n128_L64_S8,4.08,16,1.0,0.23403399179585668,0.3063757629355298
n128_L64_S8,4.12,0,0.0,0.08716361671005841,0.11410658496590675
n128_L64_S8,4.12,1,0.0625,0.07384308004355628,0.09666856430662514
n128_L64_S8,4.12,2,0.125,0.05978025630388705,0.07825880972692602
n128_L64_S8,4.12,3,0.1875,0.04432776489069875,0.058029830125963175
n128_L64_S8,4.12,4,0.25,0.028577503392924256,0.03741103733528194
n128_L64_S8,4.12,5,0.3125,0.013234196517557669,0.017324992082527243
n128_L64_S8,4.12,6,0.375,0.009685724191182474,0.012679658693533356
n128_L64_S8,4.12,7,0.4375,0.02568998642626109,0.03363096587274674
n128_L64_S8,4.12,8,0.5,0.04485895908385769,0.058725220675631504
n128_L64_S8,4.12,9,0.5625,0.0636330364828451,0.0833025149498015
n128_L64_S8,4.12,10,0.625,0.08460752401662225,0.11076038365952326
n128_L64_S8,4.12,11,0.6875,0.10721375074490488,0.14035437514693325
n128_L64_S8,4.12,12,0.75,0.13117771016099994,0.1717257853114296
n128_L64_S8,4.12,13,0.8125,0.15560110756320258,0.20369864940334545
n128_L64_S8,4.12,14,0.875,0.18096701558012426,0.23690536164887163
n128_L64_S8,4.12,15,0.9375,0.20882819576725178,0.2733786545693344
n128_L64_S8,4.12,16,1.0,0.23403370026034268,0.3063753812840661
n128_L64_S8,4.16,0,0.0,0.08716377372108247,0.11410679051028907
n128_L64_S8,4.16,1,0.0625,0.07384324162229161,0.09666877583063467
n128_L64_S8,4.16,2,0.125,0.05978042041404036,0.07825902456483498
n128_L64_S8,4.16,3,0.1875,0.044327928140726856,0.05803004383787539
n128_L64_S8,4.16,4,0.25,0.028577658548415413,0.037411240450571356
n128_L64_S8,4.16,5,0.3125,0.013234293798881991,0.01732511943428384
n128_L64_S8,4.16,6,0.375,0.009685512583951936,0.01267938167682223
n128_L64_S8,4.16,7,0.4375,0.02568976197703282,0.03363067204447409
n128_L64_S8,4.16,8,0.5,0.04485873868544557,0.05872493215031454
n128_L64_S8,4.16,9,0.5625,0.06363281363187655,0.08330222321382337
n128_L64_S8,4.16,10,0.625,0.08460729891857881,0.1107600889818815
n128_L64_S8,4.16,11,0.6875,0.10721352198223275,0.14035407567189687
n128_L64_S8,4.16,12,0.75,0.13117747586301096,0.17172547859006584
n128_L64_S8,4.16,13,0.8125,0.15560086712532709,0.20369833464420734
n128_L64_S8,4.16,14,0.875,0.18096677040412437,0.23690504068701715
n128_L64_S8,4.16,15,0.9375,0.20882794425137802,0.2733783253079005
n128_L64_S8,4.16,16,1.0,0.23403344288453326,0.30637504435134383
n128_L64_S8,4.2,0,0.0,0.08716391233053183,0.11410697196502337
n128_L64_S8,4.2,1,0.0625,0.0738433842487656,0.09666896254408792
n128_L64_S8,4.2,2,0.125,0.05978056522782126,0.07825921414170912
n128_L64_S8,4.2,3,0.1875,0.04432807210288867,0.058030232299888206
n128_L64_S8,4.2,4,0.25,0.02857779517655162,0.03741141931155282
n128_L64_S8,4.2,5,0.3125,0.013234378695750027,0.017325230573450062
n128_L64_S8,4.2,6,0.375,0.009685324308045994,0.012679135203333986
n128_L64_S8,4.2,7,0.4375,0.025689563210545677,0.03363041183768243
n128_L64_S8,4.2,8,0.5,0.04485854377720402,0.05872467699438292
n128_L64_S8,4.2,9,0.5625,0.06363261664807851,0.08330196534076421
n128_L64_S8,4.2,10,0.625,0.08460710002993924,0.11075982861517912
n128_L64_S8,4.2,11,0.6875,0.10721331990788793,0.14035381113476236
n128_L64_S8,4.2,12,0.75,0.13117726891790005,0.17172520767657268
n128_L64_S8,4.2,13,0.8125,0.15560065476473786,0.20369805664126836
n128_L64_S8,4.2,14,0.875,0.1809665538970557,0.23690475725588891
n128_L64_S8,4.2,15,0.9375,0.20882772215295467,0.2733780345570853
n128_L64_S8,4.2,16,1.0,0.2340332156295744,0.3063747468500669
n128_L64_S8,4.24,0,0.0,0.08716403471435262,0.11410713217865805
n128_L64_S8,4.24,1,0.0625,0.07384351016567686,0.09666912738291948
n128_L64_S8,4.24,2,0.125,0.059780693033670715,0.07825938145336472
n128_L64_S8,4.24,3,0.1875,0.04432819907443716,0.05803039851935377
n128_L64_S8,4.24,4,0.25,0.028577915504626565,0.037411576833994244
n128_L64_S8,4.24,5,0.3125,0.013234452776943332,0.017325327553730334
n128_L64_S8,4.24,6,0.375,0.009685156760667696,0.012678915865726403
n128_L64_S8,4.24,7,0.4375,0.025689387155899735,0.033630181363143004
n128_L64_S8,4.24,8,0.5,0.044858371380989165,0.05872445130912478
n128_L64_S8,4.24,9,0.5625,0.06363244249927463,0.08330173736117782
n128_L64_S8,4.24,10,0.625,0.08460692426968298,0.11075959852602758
n128_L64_S8,4.24,11,0.6875,0.10721314137892769,0.1403535774210784
n128_L64_S8,4.24,12,0.75,0.13117708610245576,0.1717249683514183
n128_L64_S8,4.24,13,0.8125,0.15560046717201037,0.20369781106213447
n128_L64_S8,4.24,14,0.875,0.1809663626756483,0.23690450692642123
n128_L64_S8,4.24,15,0.9375,0.20882752599962634,0.2733777777712007
n128_L64_S8,4.24,16,1.0,0.23403301493817288,0.3063744841233545
n128_L64_S8,4.28,0,0.0,0.08716414278902417,0.11410727366007148
n128_L64_S8,4.28,1,0.0625,0.07384362134812311,0.09666927293274552
n128_L64_S8,4.28,2,0.125,0.059780805846437544,0.07825952913745643
n128_L64_S8,4.28,3,0.1875,0.04432831107694301,0.05803054514272637
n128_L64_S8,4.28,4,0.25,0.028578021490478205,0.037411715580916896
n128_L64_S8,4.28,5,0.3125,0.013234517413126957,0.0173254121694732
n128_L64_S8,4.28,6,0.375,0.009685007632798321,0.012678720641244678
n128_L64_S8,4.28,7,0.4375,0.025689231189441147,0.033629977186209664
n128_L64_S8,4.28,8,0.5,0.044858218869958,0.058724251655719
n128_L64_S8,4.28,9,0.5625,0.06363228851202567,0.08330153577524356
n128_L64_S8,4.28,10,0.625,0.08460676892223945,0.11075939515945178
n128_L64_S8,4.28,11,0.6875,0.10721298362580933,0.14035337090521452
n128_L64_S8,4.28,12,0.75,0.13117692457661553,0.17172475689665415
n128_L64_S8,4.28,13,0.8125,0.1556003014312074,0.20369759408952903
n128_L64_S8,4.28,14,0.875,0.18096619375934025,0.2369042857967368
n128_L64_S8,4.28,15,0.9375,0.20882735273242428,0.27337755094572624
n128_L64_S8,4.28,16,1.0,0.2340328376767347,0.3063742520689937
n128_L64_S8,4.32,0,0.0,0.087164238242742,0.11410739861929385
n128_L64_S8,4.32,1,0.0625,0.07384371953578404,0.0966694014709946
n128_L64_S8,4.32,2,0.125,0.05978090544034001,0.0782596595166275
n128_L64_S8,4.32,3,0.1875,0.04432840988960965,0.058030674499175386
n128_L64_S8,4.32,4,0.25,0.028578114855280418,0.0374118378055232
n128_L64_S8,4.32,5,0.3125,0.01323457380182396,0.017325485988365627
n128_L64_S8,4.32,6,0.375,0.009684874875656708,0.01267854684781307
n128_L64_S8,4.32,7,0.4375,0.025689092993772932,0.03362979627315956
n128_L64_S8,4.32,8,0.5,0.04485808392675378,0.05872407500049542
n128_L64_S8,4.32,9,0.5625,0.0636321523288212,0.08330135749672579
n128_L64_S8,4.32,10,0.625,0.08460663159377903,0.11075921538167031
n128_L64_S8,4.32,11,0.6875,0.10721284420766103,0.140353188391806
n128_L64_S8,4.32,12,0.75,0.13117678183754555,0.1717245700358006
n128_L64_S8,4.32,13,0.8125,0.15560015497271823,0.2036974023595542
n128_L64_S8,4.32,14,0.875,0.1809660445219588,0.23690409042889196
n128_L64_S8,4.32,15,0.9375,0.20882719965616,0.27337735055236934
n128_L64_S8,4.32,16,1.0,0.23403268108449987,0.3063740470728517
n128_L64_S8,4.36,0,0.0,0.0871643225628275,0.11410750900338947
n128_L64_S8,4.36,1,0.0625,0.07384380626119806,0.09666951500392493
n128_L64_S8,4.36,2,0.125,0.05978099337791761,0.07825977463641083
n128_L64_S8,4.36,3,0.1875,0.044328497078540086,0.05803078863889875
n128_L64_S8,4.36,4,0.25,0.028578197112320486,0.0374119454888696
n128_L64_S8,4.36,5,0.3125,0.013234622989246762,0.017325550380012638
n128_L64_S8,4.36,6,0.375,0.009684756671022822,0.012678392105185251
n128_L64_S8,4.36,7,0.4375,0.02568897052165473,0.033629635943934026
n128_L64_S8,4.36,8,0.5,0.04485796450671646,0.05872391866677328
n128_L64_S8,4.36,9,0.5625,0.06363203187042063,0.08330119980367405
n128_L64_S8,4.36,10,0.625,0.08460651017376848,0.1107590564297673
n128_L64_S8,4.36,11,0.6875,0.10721272097295732,0.1403530270642737
n128_L64_S8,4.36,12,0.75,0.13117665567927456,0.17172440488100307
n128_L64_S8,4.36,13,0.8125,0.15560002553178595,0.20369723290739866
n128_L64_S8,4.36,14,0.875,0.1809659126492461,0.2369039177932733
n128_L64_S8,4.36,15,0.9375,0.20882706439581997,0.2733771734819807
n128_L64_S8,4.36,16,1.0,0.23403254272883323,0.30637386595034644
n128_L64_S8,4.4,0,0.0,0.0871643970598194,0.114107606527995
n128_L64_S8,4.4,1,0.0625,0.07384388287462462,0.09666961529917192
n128_L64_S8,4.4,2,0.125,0.05978107103548301,0.0782598762985483
n128_L64_S8,4.4,3,0.1875,0.04432857402244331,0.05803088936677538
n128_L64_S8,4.4,4,0.25,0.028578269592262617,0.03741204037293921
n128_L64_S8,4.4,5,0.3125,0.013234665889376678,0.017325606540914446
n128_L64_S8,4.4,6,0.375,0.009684651404994884,0.012678254300589546
n128_L64_S8,4.4,7,0.4375,0.025688861964193035,0.033629493830496175
n128_L64_S8,4.4,8,0.5,0.0448578588054947,0.05872378029246188
n128_L64_S8,4.4,9,0.5625,0.06363192530271272,0.08330106029503873
n128_L64_S8,4.4,10,0.625,0.08460640280116158,0.11075891586743228
n128_L64_S8,4.4,11,0.6875,0.10721261202493255,0.1403528844395466
n128_L64_S8,4.4,12,0.75,0.13117654415718857,0.17172425888655196
n128_L64_S8,4.4,13,0.8125,0.15559991111204224,0.20369708311960072
n128_L64_S8,4.4,14,0.875,0.18096579610150984,0.23690376521970335
n128_L64_S8,4.4,15,0.9375,0.2088269448582212,0.27337701699435796
n128_L64_S8,4.4,16,1.0,0.2340324204659106,0.3063737058949805
n128_L64_S8,4.44,0,0.0,0.08716446288865676,0.11410769270505036
n128_L64_S8,4.44,1,0.0625,0.07384395056589656,0.09666970391435524
n128_L64_S8,4.44,2,0.125,0.05978113962548697,0.07825996609026886
n128_L64_S8,4.44,3,0.1875,0.044328641935219786,0.05803097827193206
n128_L64_S8,4.44,4,0.25,0.028578333465319645,0.03741212398966696
n128_L64_S8,4.44,5,0.3125,0.013234703300641606,0.017325655516299374
n128_L64_S8,4.44,6,0.375,0.009684557644758148,0.012678131558316756
n128_L64_S8,4.44,7,0.4375,0.025688765722815803,0.033629367840142595
n128_L64_S8,4.44,8,0.5,0.04485776523054725,0.05872365779275277
n128_L64_S8,4.44,9,0.5625,0.06363183100756609,0.08330093685251112
n128_L64_S8,4.44,10,0.625,0.08460630783464913,0.11075879154601435
n128_L64_S8,4.44,11,0.6875,0.10721251569115635,0.1403527583282328
n128_L64_S8,4.44,12,0.75,0.1311764455568064,0.17172412980800622
n128_L64_S8,4.44,13,0.8125,0.15559980995343584,0.20369695069206326
n128_L64_S8,4.44,14,0.875,0.18096569308078247,0.2369036303544485
n128_L64_S8,4.44,15,0.9375,0.20882683919829442,0.27337687867410615
n128_L64_S8,4.44,16,1.0,0.23403231240615416,0.30637356443309255
n128_L64_S8,4.48,0,0.0,0.08716452106730313,0.11410776886717977
n128_L64_S8,4.48,1,0.0625,0.07384401038363493,0.09666978222223305
n128_L64_S8,4.48,2,0.125,0.059781200216181274,0.07826004541002943
n128_L64_S8,4.48,3,0.1875,0.04432870188580612,0.05803105675372218
n128_L64_S8,4.48,4,0.25,0.028578389760719417,0.037412197686423246
n128_L64_S8,4.48,5,0.3125,0.013234735920491774,0.017325698219205075
n128_L64_S8,4.48,6,0.375,0.009684474118029598,0.012678022212811052
n128_L64_S8,4.48,7,0.4375,0.025688680384568906,0.033629256123163795
n128_L64_S8,4.48,8,0.5,0.04485768237604071,0.058723549327258255
n128_L64_S8,4.48,9,0.5625,0.06363174755716054,0.08330082760692048
n128_L64_S8,4.48,10,0.625,0.08460622382649,0.11075868157026403
n128_L64_S8,4.48,11,0.6875,0.10721243049678,0.14035264679959608
n128_L64_S8,4.48,12,0.75,0.13117635836631497,0.17172401566623935
n128_L64_S8,4.48,13,0.8125,0.15559972050402207,0.20369683359312316
n128_L64_S8,4.48,14,0.875,0.18096560200193507,0.23690351112240385
n128_L64_S8,4.48,15,0.9375,0.2088267457894305,0.2733767563918183
n128_L64_S8,4.48,16,1.0,0.23403221688382964,0.3063734393840566
n128_L64_S8,4.5200000000000005,0,0.0,0.08716457249312552,0.1141078361891335
n128_L64_S8,4.5200000000000005,1,0.0625,0.07384406325214274,0.09666985143281775
n128_L64_S8,4.5200000000000005,2,0.125,0.05978125374890202,0.0782601154901406
n128_L64_S8,4.5200000000000005,3,0.1875,0.044328754815614976,0.05803112604455658
n128_L64_S8,4.5200000000000005,4,0.25,0.028578439383797113,0.037412262648389545
n128_L64_S8,4.5200000000000005,5,0.3125,0.013234764358139911,0.017325735447156782
n128_L64_S8,4.5200000000000005,6,0.375,0.009684399694864535,0.012677924784852827
n128_L64_S8,4.5200000000000005,7,0.4375,0.02568860470034324,0.033629157044341086
n128_L64_S8,4.5200000000000005,8,0.5,0.044857609000761085,0.058723453271095204
n128_L64_S8,4.5200000000000005,9,0.5625,0.06363167369140597,0.08330073090867277
n128_L64_S8,4.5200000000000005,10,0.625,0.08460614949948242,0.11075858426818634
n128_L64_S8,4.5200000000000005,11,0.6875,0.10721235514098926,0.14035254815073014
n128_L64_S8,4.5200000000000005,12,0.75,0.13117628125240666,0.1717239147158077
n128_L64_S8,4.5200000000000005,13,0.8125,0.1555996413951496,0.20369673003106803
n128_L64_S8,4.5200000000000005,14,0.875,0.1809655214672717,0.23690340569383453
n128_L64_S8,4.5200000000000005,15,0.9375,0.20882666319739704,0.27337664826992936
n128_L64_S8,4.5200000000000005,16,1.0,0.23403213243031262,0.30637332882528473
n128_L64_S8,4.5600000000000005,0,0.0,0.08716461795729888,0.11410789570664501
n128_L64_S8,4.5600000000000005,1,0.0625,0.07384410998626562,0.09666991261283028
n128_L64_S8,4.5600000000000005,2,0.125,0.05978130105327063,0.07826017741666637
n128_L64_S8,4.5600000000000005,3,0.1875,0.044328801553862415,0.05803118722996862
n128_L64_S8,4.5600000000000005,4,0.25,0.02857848313100055,0.03741231991820204
n128_L64_S8,4.5600000000000005,5,0.3125,0.013234789145695168,0.01732576789674282
n128_L64_S8,4.5600000000000005,6,0.375,0.009684333371542151,0.012677837960463172
n128_L64_S8,4.5600000000000005,7,0.4375,0.02568853756568343,0.03362906915782315
n128_L64_S8,4.5600000000000005,8,0.5,0.04485754400865155,0.0587233681894069
n128_L64_S8,4.5600000000000005,9,0.5625,0.06363160829805822,0.08330064530172032
n128_L64_S8,4.5600000000000005,10,0.625,0.08460608372669792,0.11075849816451022
n128_L64_S8,4.5600000000000005,11,0.6875,0.10721228847629102,0.14035246087944264
n128_L64_S8,4.5600000000000005,12,0.75,0.13117621303902494,0.1717238254171263
n128_L64_S8,4.5600000000000005,13,0.8125,0.15559957141962424,0.20369663842555039
n128_L64_S8,4.5600000000000005,14,0.875,0.18096545024417732,0.23690331245511428
n128_L64_S8,4.5600000000000005,15,0.9375,0.20882659015739782,0.27337655265268457
n128_L64_S8,4.5600000000000005,16,1.0,0.23403205775056807,0.3063732310614362
n128_L64_S8,4.6000000000000005,0,0.0,0.0871646581574773,0.11410794833301881
n128_L64_S8,4.6000000000000005,1,0.0625,0.07384415130445944,0.09666996670280696
n128_L64_S8,4.6000000000000005,2,0.125,0.05978134286055278,0.07826023214691245
n128_L64_S8,4.6000000000000005,3,0.1875,0.04432884283103791,0.05803124126624787
n128_L64_S8,4.6000000000000005,4,0.25,0.02857852170306977,0.03741237041320512
n128_L64_S8,4.6000000000000005,5,0.3125,0.013234810747895056,0.017325796176354772
n128_L64_S8,4.6000000000000005,6,0.375,0.009684274256305024,0.012677760572235347
n128_L64_S8,4.6000000000000005,7,0.4375,0.025688478003862272,0.03362899118496861
n128_L64_S8,4.6000000000000005,8,0.5,0.04485748643167533,0.058723292814928676
n128_L64_S8,4.6000000000000005,9,0.5625,0.06363155039521198,0.08330056950064306
n128_L64_S8,4.6000000000000005,10,0.625,0.08460602551364162,0.1107584219573345
n128_L64_S8,4.6000000000000005,11,0.6875,0.10721222949028483,0.14035238366039207
n128_L64_S8,4.6000000000000005,12,0.75,0.1311761526886512,0.17172374641197133
n128_L64_S8,4.6000000000000005,13,0.8125,0.15559950951249688,0.2036965573824368
n128_L64_S8,4.6000000000000005,14,0.875,0.18096538724545674,0.23690322998298735
n128_L64_S8,4.6000000000000005,15,0.9375,0.20882652555388367,0.2733764680797096
n128_L64_S8,4.6000000000000005,16,1.0,0.23403199170245775,0.3063731445973289
n128_L64_S8,4.64,0,0.0,0.08716469370894121,0.11410799487372342
n128_L64_S8,4.64,1,0.0625,0.07384418784028898,0.09667001453215245
n128_L64_S8,4.64,2,0.125,0.059781379815419214,0.07826028052482248
n128_L64_S8,4.64,3,0.1875,0.04432887929074949,0.05803128899594672
n128_L64_S8,4.64,4,0.25,0.02857855571661058,0.03741241494060234
n128_L64_S8,4.64,5,0.3125,0.013234829570609875,0.017325820817320682
n128_L64_S8,4.64,6,0.375,0.009684221556721861,0.012677691582791233
n128_L64_S8,4.64,7,0.4375,0.02568842515095341,0.0336289219948046
n128_L64_S8,4.64,8,0.5,0.044857435414721626,0.05872322602822819
n128_L64_S8,4.64,9,0.5625,0.06363149911588598,0.0833005023704689
n128_L64_S8,4.64,10,0.625,0.08460597398254842,0.1107583544975699
n128_L64_S8,4.64,11,0.6875,0.10721217728961793,0.1403523153240832
n128_L64_S8,4.64,12,0.75,0.13117609928584675,0.1717236765019346
n128_L64_S8,4.64,13,0.8125,0.15559945473416067,0.20369648567168053
n128_L64_S8,4.64,14,0.875,0.18096533151202857,0.23690315702191256
n128_L64_S8,4.64,15,0.9375,0.20882646840279062,0.2733763932627584
n128_L64_S8,4.64,16,1.0,0.23403193327853888,0.3063730681141113
n128_L64_S8,4.68,0,0.0,0.08716472515440674,0.11410803603923282
n128_L64_S8,4.68,1,0.0625,0.07384422015253975,0.09667005683237732
n128_L64_S8,4.68,2,0.125,0.059781412486276816,0.07826032329450242
n128_L64_S8,4.68,3,0.1875,0.044328911500133614,0.058031331161508055
n128_L64_S8,4.68,4,0.25,0.028578585714260942,0.03741245421076539
n128_L64_S8,4.68,5,0.3125,0.013234845968276803,0.017325842283637077
n128_L64_S8,4.68,6,0.375,0.009684174568495447,0.012677630070129734
n128_L64_S8,4.68,7,0.4375,0.025688378242672033,0.033628860586799786
n128_L64_S8,4.68,8,0.5,0.044857390202301346,0.058723166840288644
n128_L64_S8,4.68,9,0.5625,0.06363145369444545,0.08330044290889929
n128_L64_S8,4.68,10,0.625,0.08460592835856016,0.11075829477084344
n128_L64_S8,4.68,11,0.6875,0.10721213108586068,0.14035225483837654
n128_L64_S8,4.68,12,0.75,0.13117605202276028,0.17172361462945163
n128_L64_S8,4.68,13,0.8125,0.15559940625546065,0.20369642220782813
n128_L64_S8,4.68,14,0.875,0.1809652821976978,0.23690309246412933
n128_L64_S8,4.68,15,0.9375,0.2088264178359085,0.2733763270652502
n128_L64_S8,4.68,16,1.0,0.23403188159003785,0.30637300044828286
n128_L64_S8,4.72,0,0.0,0.08716475297265479,0.11410807245632294
n128_L64_S8,4.72,1,0.0625,0.07384424873412106,0.09667009424875309
n128_L64_S8,4.72,2,0.125,0.05978144137437085,0.07826036111213644
n128_L64_S8,4.72,3,0.1875,0.0443289399590133,0.05803136841725415
n128_L64_S8,4.72,4,0.25,0.0285786121736211,0.03741248884892454
n128_L64_S8,4.72,5,0.3125,0.013234860250395337,0.01732586098047222
n128_L64_S8,4.72,6,0.375,0.009684132665545136,0.01267757521464369
n128_L64_S8,4.72,7,0.4375,0.025688336602760257,0.03362880607565959
n128_L64_S8,4.72,8,0.5,0.04485735012683131,0.058723114377171585
n128_L64_S8,4.72,9,0.5625,0.063631413454647,0.08330039023065859
n128_L64_S8,4.72,10,0.625,0.08460588795754946,0.1107582418815585
n128_L64_S8,4.72,11,0.6875,0.10721209018307391,0.14035220129221257
n128_L64_S8,4.72,12,0.75,0.1311760101863715,0.17172355986110183
n128_L64_S8,4.72,13,0.8125,0.15559936334460236,0.20369636603288174
n128_L64_S8,4.72,14,0.875,0.1809652385557541,0.2369030353321132
n128_L64_S8,4.72,15,0.9375,0.20882637308712032,0.27337626848425517
n128_L64_S8,4.72,16,1.0,0.23403183585275303,0.306372940573239
n128_L64_S8,4.76,0,0.0,0.08716477758612803,0.11410810467801684
n128_L64_S8,4.76,1,0.0625,0.07384427401989616,0.0966701273505627
n128_L64_S8,4.76,2,0.125,0.05978146692178039,0.07826039455645377
n128_L64_S8,4.76,3,0.1875,0.04432896510794787,0.05803140133992473
n128_L64_S8,4.76,4,0.25,0.028578635515099954,0.03741251940544044
n128_L64_S8,4.76,5,0.3125,0.013234872687204158,0.017325877261597716
n128_L64_S8,4.76,6,0.375,0.009684095291220468,0.01267752628761755
n128_L64_S8,4.76,7,0.4375,0.025688299632742616,0.033628757677915
