control,time,depth_index,depth_fraction,C2_minus_C0_contrast_fro,contrast_normalized
n128_L32_S16,0.88,0,0.0,0.051505172722376716,0.06742583189244125
n128_L32_S16,0.88,1,0.0625,0.03854859904939961,0.05046427808725149
n128_L32_S16,0.88,2,0.125,0.023699647284049122,0.031025397046968866
n128_L32_S16,0.88,3,0.1875,0.008535853794123088,0.011174354197067953
n128_L32_S16,0.88,4,0.25,0.00836384183494097,0.010949171971084193
n128_L32_S16,0.88,5,0.3125,0.023847494620628674,0.031218945173012273
n128_L32_S16,0.88,6,0.375,0.042217842306775326,0.055267713664059165
n128_L32_S16,0.88,7,0.4375,0.0597157188602731,0.07817432324539653
n128_L32_S16,0.88,8,0.5,0.07925618120957034,0.10375489816291125
n128_L32_S16,0.88,9,0.5625,0.09974142724298846,0.13057229692729716
n128_L32_S16,0.88,10,0.625,0.12052383078589103,0.15777870695445614
n128_L32_S16,0.88,11,0.6875,0.14210146357036774,0.1860261579164227
n128_L32_S16,0.88,12,0.75,0.16382912062340058,0.21447000684342435
n128_L32_S16,0.88,13,0.8125,0.1881767812154849,0.24634372327390755
n128_L32_S16,0.88,14,0.875,0.21227915262288388,0.27789632967878664
n128_L32_S16,0.88,15,0.9375,0.23672367679034742,0.3098968509873978
n128_L32_S16,0.88,16,1.0,0.26388661632804067,0.3454560715116181
n128_L32_S16,0.92,0,0.0,0.05526291183364162,0.0723451180965184
n128_L32_S16,0.92,1,0.0625,0.042330188923387725,0.055414787514800785
n128_L32_S16,0.92,2,0.125,0.027489828313510496,0.03598715322458391
n128_L32_S16,0.92,3,0.1875,0.012218180744590138,0.015994917740724004
n128_L32_S16,0.92,4,0.25,0.005181310912314258,0.0067828953887653625
n128_L32_S16,0.92,5,0.3125,0.02001454409693433,0.02620119910980222
n128_L32_S16,0.92,6,0.375,0.038346014232529445,0.05019907268973004
n128_L32_S16,0.92,7,0.4375,0.05582744151391599,0.07308414839791445
n128_L32_S16,0.92,8,0.5,0.075373455684357,0.09867199124871336
n128_L32_S16,0.92,9,0.5625,0.09586619957560215,0.12549920551850732
n128_L32_S16,0.92,10,0.625,0.11666755367209124,0.15273042386632332
n128_L32_S16,0.92,11,0.6875,0.13826559618160306,0.18100459336191385
n128_L32_S16,0.92,12,0.75,0.16001903062504877,0.20948218767604332
n128_L32_S16,0.92,13,0.8125,0.18440307110100368,0.24140352930229758
n128_L32_S16,0.92,14,0.875,0.20855637916569308,0.27302281729098843
n128_L32_S16,0.92,15,0.9375,0.23304998308741573,0.30508758929686125
n128_L32_S16,0.92,16,1.0,0.26027838727352337,0.3407325101138013
n128_L32_S16,0.96,0,0.0,0.05868400283372073,0.07682369557655978
n128_L32_S16,0.96,1,0.0625,0.045784526491644016,0.059936888342079504
n128_L32_S16,0.96,2,0.125,0.030967745618012486,0.0405401224724141
n128_L32_S16,0.96,3,0.1875,0.015671490955588535,0.020515673646432656
n128_L32_S16,0.96,4,0.25,0.0036713696447568814,0.004806219247466805
n128_L32_S16,0.96,5,0.3125,0.016483061643100913,0.021578107298291252
n128_L32_S16,0.96,6,0.375,0.03474866542316295,0.04548975470751036
n128_L32_S16,0.96,7,0.4375,0.05219818282784424,0.06833305694191119
n128_L32_S16,0.96,8,0.5,0.07173249454476503,0.093905580017587
n128_L32_S16,0.96,9,0.5625,0.09221462179617439,0.12071889595960156
n128_L32_S16,0.96,10,0.625,0.11301529399264913,0.1479492216266769
n128_L32_S16,0.96,11,0.6875,0.13461281788985266,0.17622271220276342
n128_L32_S16,0.96,12,0.75,0.1563703576343935,0.20470568079925866
n128_L32_S16,0.96,13,0.8125,0.18076650406312506,0.23664287042472681
n128_L32_S16,0.96,14,0.875,0.20494422783427313,0.2682941212092341
n128_L32_S16,0.96,15,0.9375,0.2294602431165278,0.3003882321057046
n128_L32_S16,0.96,16,1.0,0.25672344232291167,0.33607870336085954
n128_L32_S16,1.0,0,0.0,0.06178174822226796,0.0808789787408278
n128_L32_S16,1.0,1,0.0625,0.04892117939729763,0.06404310564692225
n128_L32_S16,1.0,2,0.125,0.034137029524806496,0.04468905728078283
n128_L32_S16,1.0,3,0.1875,0.018849981679838642,0.024676661172873125
n128_L32_S16,1.0,4,0.25,0.004843682148335286,0.006340902884346316
n128_L32_S16,1.0,5,0.3125,0.013266168136591674,0.01736684638368522
n128_L32_S16,1.0,6,0.375,0.031436102315056946,0.041153251955365996
n128_L32_S16,1.0,7,0.4375,0.04884281550961678,0.06394051885732564
n128_L32_S16,1.0,8,0.5,0.06835339187604796,0.08948196979660368
n128_L32_S16,1.0,9,0.5625,0.08881233831038353,0.11626493954633244
n128_L32_S16,1.0,10,0.625,0.10959843986939208,0.1434761906758335
n128_L32_S16,1.0,11,0.6875,0.1311806284556303,0.17172960567417686
n128_L32_S16,1.0,12,0.75,0.15292681313567683,0.20019770926529007
n128_L32_S16,1.0,13,0.8125,0.17731759106940967,0.23212787095119086
n128_L32_S16,1.0,14,0.875,0.20150033101307083,0.26378568844709305
n128_L32_S16,1.0,15,0.9375,0.2260193182460089,0.2958836899478772
n128_L32_S16,1.0,16,1.0,0.253294712638066,0.3315901260177418
n128_L32_S16,1.04,0,0.0,0.06457368344697974,0.0845339233835863
n128_L32_S16,1.04,1,0.0625,0.05175493540222472,0.06775279820619794
n128_L32_S16,1.04,2,0.125,0.037008507122300194,0.04844813147737135
n128_L32_S16,1.04,3,0.1875,0.0217468381772273,0.0284689590894782
n128_L32_S16,1.04,4,0.25,0.007141621706029506,0.00934915386432539
n128_L32_S16,1.04,5,0.3125,0.010374515707316396,0.013581361154102104
n128_L32_S16,1.04,6,0.375,0.028408675985482787,0.03719002403134947
n128_L32_S16,1.04,7,0.4375,0.04576514853704226,0.05991152050734881
n128_L32_S16,1.04,8,0.5,0.06524399030534865,0.08541142743142918
n128_L32_S16,1.04,9,0.5625,0.08567147837725314,0.11215321478830736
n128_L32_S16,1.04,10,0.625,0.10643357889675598,0.13933304596580326
n128_L32_S16,1.04,11,0.6875,0.12799036162991131,0.16755320195949702
n128_L32_S16,1.04,12,0.75,0.1497145646918233,0.1959925292392084
n128_L32_S16,1.04,13,0.8125,0.1740878001943086,0.22789972598862301
n128_L32_S16,1.04,14,0.875,0.19826174362881963,0.2595460279043252
n128_L32_S16,1.04,15,0.9375,0.22276992876374818,0.2916298882925574
n128_L32_S16,1.04,16,1.0,0.25004126716671404,0.3273310146347933
n128_L32_S16,1.08,0,0.0,0.06707994199640792,0.08781488641507848
n128_L32_S16,1.08,1,0.0625,0.05430393718113384,0.07108971673988904
n128_L32_S16,1.08,2,0.125,0.03959760394275757,0.05183753874934365
n128_L32_S16,1.08,3,0.1875,0.024369325052255208,0.03190207754786837
n128_L32_S16,1.08,4,0.25,0.009544131572474334,0.012494298668479448
n128_L32_S16,1.08,5,0.3125,0.007826578509115414,0.010245836271496302
n128_L32_S16,1.08,6,0.375,0.025659538263259132,0.033591105940015915
n128_L32_S16,1.08,7,0.4375,0.042960897060877946,0.0562404525617046
n128_L32_S16,1.08,8,0.5,0.062403075562188104,0.08169236331090676
n128_L32_S16,1.08,9,0.5625,0.08279408609187341,0.10838639762669183
n128_L32_S16,1.08,10,0.625,0.10352616445702621,0.13552692656277662
n128_L32_S16,1.08,11,0.6875,0.12505110163423958,0.1637053932855104
n128_L32_S16,1.08,12,0.75,0.14674640358618915,0.1921068858919486
n128_L32_S16,1.08,13,0.8125,0.17109399723162413,0.22398051468203986
n128_L32_S16,1.08,14,0.875,0.19524965641161765,0.2556028805345039
n128_L32_S16,1.08,15,0.9375,0.21973764499810133,0.2876603014602846
n128_L32_S16,1.08,16,1.0,0.24699360632211567,0.32334129754597385
n128_L32_S16,1.12,0,0.0,0.06932199668501485,0.09074997806776589
n128_L32_S16,1.12,1,0.0625,0.05658824679768815,0.07408012465534804
n128_L32_S16,1.12,2,0.125,0.041922509172963814,0.05488109070601225
n128_L32_S16,1.12,3,0.1875,0.026731237862393318,0.03499407642222196
n128_L32_S16,1.12,4,0.25,0.011812734320373912,0.015464144597064244
n128_L32_S16,1.12,5,0.3125,0.00567118418474025,0.007424192391946654
n128_L32_S16,1.12,6,0.375,0.023176856806740906,0.030341007868663315
n128_L32_S16,1.12,7,0.4375,0.040420083214426604,0.05291425291561768
n128_L32_S16,1.12,8,0.5,0.05982297094155852,0.07831472779935938
n128_L32_S16,1.12,9,0.5625,0.0801749189411137,0.10495762504578553
n128_L32_S16,1.12,10,0.625,0.10087352004962094,0.1320543286385214
n128_L32_S16,1.12,11,0.6875,0.12236290577253724,0.16018625466923794
n128_L32_S16,1.12,12,0.75,0.14402518693843405,0.18854451950161644
n128_L32_S16,1.12,13,0.8125,0.16834212621806338,0.22037801841724397
n128_L32_S16,1.12,14,0.875,0.19247331664433281,0.25196835202929385
n128_L32_S16,1.12,15,0.9375,0.21693505311764402,0.2839914061046005
n128_L32_S16,1.12,16,1.0,0.24416809537449274,0.31964239865689376
n128_L32_S16,1.16,0,0.0,0.07132171711288803,0.0933678280093326
n128_L32_S16,1.16,1,0.0625,0.05862876522353555,0.07675138358105282
n128_L32_S16,1.16,2,0.125,0.044002848086866844,0.057604478949834
n128_L32_S16,1.16,3,0.1875,0.028849628542391748,0.037767278536153186
n128_L32_S16,1.16,4,0.25,0.01389145328078084,0.01818541214685997
n128_L32_S16,1.16,5,0.3125,0.004043264711638534,0.00529307004197538
n128_L32_S16,1.16,6,0.375,0.020945552981770314,0.027419990257201824
n128_L32_S16,1.16,7,0.4375,0.03812893189761567,0.0499148884758529
n128_L32_S16,1.16,8,0.5,0.05749159567891179,0.07526270587168375
n128_L32_S16,1.16,9,0.5625,0.07780367849119313,0.1018534152838903
n128_L32_S16,1.16,10,0.625,0.09846724429693579,0.12890425388269172
n128_L32_S16,1.16,11,0.6875,0.11991939461328667,0.15698743474606247
n128_L32_S16,1.16,12,0.75,0.1415466143104917,0.18529980033048274
n128_L32_S16,1.16,13,0.8125,0.1658301884390608,0.21708962066107615
n128_L32_S16,1.16,14,0.875,0.18993321251066678,0.2486430814738676
n128_L32_S16,1.16,15,0.9375,0.21436514907305862,0.28062712424840863
n128_L32_S16,1.16,16,1.0,0.24157058779096646,0.31624198078798926
n128_L32_S16,1.2,0,0.0,0.07310068547901179,0.0956966896683892
n128_L32_S16,1.2,1,0.0625,0.0604464401029293,0.07913091624496077
n128_L32_S16,1.2,2,0.125,0.04585872343709474,0.060034020154409486
n128_L32_S16,1.2,3,0.1875,0.030743033344435535,0.04024594984505418
n128_L32_S16,1.2,4,0.25,0.01577133350759093,0.020646378326588034
n128_L32_S16,1.2,5,0.3125,0.003238861285811688,0.004240019109482518
n128_L32_S16,1.2,6,0.375,0.018948634355483555,0.02480580817641057
n128_L32_S16,1.2,7,0.4375,0.036071335540077555,0.04722127269373186
n128_L32_S16,1.2,8,0.5,0.0553940634767592,0.07251680975725565
n128_L32_S16,1.2,9,0.5625,0.07566675150142392,0.099055947139181
n128_L32_S16,1.2,10,0.625,0.09629509669750909,0.12606067815731833
n128_L32_S16,1.2,11,0.6875,0.11770979152996566,0.15409482574835892
n128_L32_S16,1.2,12,0.75,0.13930142220568245,0.18236060146125277
n128_L32_S16,1.2,13,0.8125,0.16355060513774933,0.21410540000255057
n128_L32_S16,1.2,14,0.875,0.18762360742602407,0.24561955905963465
n128_L32_S16,1.2,15,0.9375,0.2120240481624739,0.2775623703975445
n128_L32_S16,1.2,16,1.0,0.23919932697978294,0.3131377443710025
n128_L32_S16,1.24,0,0.0,0.07467971854037112,0.09776381442732757
n128_L32_S16,1.24,1,0.0625,0.062061703241936717,0.08124547008715097
n128_L32_S16,1.24,2,0.125,0.04751003500136372,0.06219576527726531
n128_L32_S16,1.24,3,0.1875,0.03243039508320529,0.04245488853851862
n128_L32_S16,1.24,4,0.25,0.017458897893723232,0.022855582307329033
n128_L32_S16,1.24,5,0.3125,0.0034484742360756373,0.004514425092414702
n128_L32_S16,1.24,6,0.375,0.017168192512604815,0.022475017577196547
n128_L32_S16,1.24,7,0.4375,0.03422996155305743,0.0448107153392471
n128_L32_S16,1.24,8,0.5,0.053513898223707,0.07005547044740357
n128_L32_S16,1.24,9,0.5625,0.07374854177199122,0.09654480350224329
n128_L32_S16,1.24,10,0.625,0.09434244754217115,0.12350444959358936
n128_L32_S16,1.24,11,0.6875,0.11572049821891613,0.1514906260284867
n128_L32_S16,1.24,12,0.75,0.1372770862401847,0.17971052712329846
n128_L32_S16,1.24,13,0.8125,0.16149205717386675,0.21141053846498367
n128_L32_S16,1.24,14,0.875,0.18553452066400394,0.24288471893815888
n128_L32_S16,1.24,15,0.9375,0.20990310960725855,0.27478583283987085
n128_L32_S16,1.24,16,1.0,0.23704722903771008,0.3103204158117832
n128_L32_S16,1.28,0,0.0,0.07607855059449922,0.09959503661224849
n128_L32_S16,1.28,1,0.0625,0.06349408787910768,0.08312061622580753
n128_L32_S16,1.28,2,0.125,0.048976010755140235,0.06411488581425141
n128_L32_S16,1.28,3,0.1875,0.03393037539028852,0.04441852470711313
n128_L32_S16,1.28,4,0.25,0.018966471957717064,0.024829159523585807
n128_L32_S16,1.28,5,0.3125,0.0042902309857017215,0.005616375558643467
n128_L32_S16,1.28,6,0.375,0.01558613093954563,0.0204039281694673
n128_L32_S16,1.28,7,0.4375,0.032587070321431315,0.04265999334092901
n128_L32_S16,1.28,8,0.5,0.051833938442154524,0.06785622171509503
n128_L32_S16,1.28,9,0.5625,0.07203246794133887,0.09429827758057964
n128_L32_S16,1.28,10,0.625,0.0925933708098395,0.12121471931044174
n128_L32_S16,1.28,11,0.6875,0.11393628878693353,0.14915490324836483
n128_L32_S16,1.28,12,0.75,0.13545911734413832,0.17733060955984847
n128_L32_S16,1.28,13,0.8125,0.1596408920950343,0.20898716351421318
n128_L32_S16,1.28,14,0.875,0.18365324861533477,0.24042193071334808
n128_L32_S16,1.28,15,0.9375,0.20799057439939533,0.27228211776432204
n128_L32_S16,1.28,16,1.0,0.23510364895476563,0.3077760596429673
n128_L32_S16,1.32,0,0.0,0.07731563971048697,0.1012145198284327
n128_L32_S16,1.32,1,0.0625,0.06476198413137033,0.08478042930949371
n128_L32_S16,1.32,2,0.125,0.05027489849675727,0.06581527010352445
n128_L32_S16,1.32,3,0.1875,0.03526091432515201,0.046160343825593184
n128_L32_S16,1.32,4,0.25,0.020308492694989872,0.026586009561062024
n128_L32_S16,1.32,5,0.3125,0.005324885244850638,0.006970849691177819
n128_L32_S16,1.32,6,0.375,0.014184679621885358,0.018569277085791806
n128_L32_S16,1.32,7,0.4375,0.031125103179992026,0.04074612051028549
n128_L32_S16,1.32,8,0.5,0.05033699351655142,0.0658965591885755
n128_L32_S16,1.32,9,0.5625,0.07050169391392469,0.09229432910740226
n128_L32_S16,1.32,10,0.625,0.09103145032645556,0.11916999676364691
n128_L32_S16,1.32,11,0.6875,0.11234119649918016,0.14706675522822896
n128_L32_S16,1.32,12,0.75,0.13383202989618953,0.17520057642063266
n128_L32_S16,1.32,13,0.8125,0.15798218066949618,0.20681573117402388
n128_L32_S16,1.32,14,0.875,0.18196551275396236,0.23821250225300433
n128_L32_S16,1.32,15,0.9375,0.20627280659097694,0.2700333742428709
n128_L32_S16,1.32,16,1.0,0.23335572486164974,0.3054878382889988
n128_L32_S16,1.36,0,0.0,0.07840806635604583,0.10264462425222147
n128_L32_S16,1.36,1,0.0625,0.06588249867159264,0.08624730381992987
n128_L32_S16,1.36,2,0.125,0.05142377790679309,0.06731927729098326
n128_L32_S16,1.36,3,0.1875,0.03643895753496751,0.04770252957565753
n128_L32_S16,1.36,4,0.25,0.02149986747201694,0.02814564777196005
n128_L32_S16,1.36,5,0.3125,0.006359967278375092,0.008325883826554767
n128_L32_S16,1.36,6,0.375,0.012946744390596093,0.016948686213326354
n128_L32_S16,1.36,7,0.4375,0.029827090702281782,0.039046882035965055
n128_L32_S16,1.36,8,0.5,0.049006305332154006,0.06415454468634167
n128_L32_S16,1.36,9,0.5625,0.069139648883701,0.09051126510851389
n128_L32_S16,1.36,10,0.625,0.08964035949263482,0.11734890867189564
n128_L32_S16,1.36,11,0.6875,0.11091915703781025,0.14520515204162146
n128_L32_S16,1.36,12,0.75,0.1323800491998105,0.1732997769247679
n128_L32_S16,1.36,13,0.8125,0.1565004941499199,0.20487604354837996
n128_L32_S16,1.36,14,0.875,0.18045630939124485,0.23623679210880966
n128_L32_S16,1.36,15,0.9375,0.2047352169946873,0.268020503454187
n128_L32_S16,1.36,16,1.0,0.23178938349876377,0.30343732833363185
n128_L32_S16,1.4000000000000001,0,0.0,0.07937149972631483,0.10390586255178945
n128_L32_S16,1.4000000000000001,1,0.0625,0.06687139144309791,0.08754187122446158
n128_L32_S16,1.4000000000000001,2,0.125,0.05243846170265245,0.06864760793094389
n128_L32_S16,1.4000000000000001,3,0.1875,0.03748030037763184,0.04906575978615204
n128_L32_S16,1.4000000000000001,4,0.25,0.022555171570949013,0.0295271547742477
n128_L32_S16,1.4000000000000001,5,0.3125,0.007329467902579995,0.00959506481658097
n128_L32_S16,1.4000000000000001,6,0.375,0.011856130823828328,0.015520955305425698
n128_L32_S16,1.4000000000000001,7,0.4375,0.02867692284975219,0.03754118813817413
n128_L32_S16,1.4000000000000001,8,0.5,0.04782585976523804,0.06260921399146034
n128_L32_S16,1.4000000000000001,9,0.5625,0.06793038432975018,0.088928207248138
n128_L32_S16,1.4000000000000001,10,0.625,0.08840426491266393,0.11573072741073338
n128_L32_S16,1.4000000000000001,11,0.6875,0.10965446174873832,0.1435495293643466
n128_L32_S16,1.4000000000000001,12,0.75,0.1310876149385468,0.17160784093803272
n128_L32_S16,1.4000000000000001,13,0.8125,0.1551804623308958,0.2031479793789432
n128_L32_S16,1.4000000000000001,14,0.875,0.179110524698342,0.2344750146470351
n128_L32_S16,1.4000000000000001,15,0.9375,0.20336293626755977,0.26622403982294596
n128_L32_S16,1.4000000000000001,16,1.0,0.2303900776711559,0.30160548592807457
n128_L32_S16,1.44,0,0.0,0.0802202123507305,0.1050169190091146
n128_L32_S16,1.44,1,0.0625,0.06774306797126345,0.08868298991111229
n128_L32_S16,1.44,2,0.125,0.05333346147814835,0.06981925926646386
n128_L32_S16,1.44,3,0.1875,0.03839951437301976,0.050269110149819066
n128_L32_S16,1.44,4,0.25,0.023488240136502046,0.030748642266081067
n128_L32_S16,1.44,5,0.3125,0.00821316329188768,0.010751917490093096
n128_L32_S16,1.44,6,0.375,0.010897675080502182,0.014266233256939547
n128_L32_S16,1.44,7,0.4375,0.027659514613341832,0.03620929091138575
n128_L32_S16,1.44,8,0.5,0.046780584114573226,0.0612408353106843
n128_L32_S16,1.44,9,0.5625,0.06685880658324483,0.08752539628417903
n128_L32_S16,1.44,10,0.625,0.08730809506010674,0.11429572272484535
n128_L32_S16,1.44,11,0.6875,0.10853206471291503,0.14208019046392356
n128_L32_S16,1.44,12,0.75,0.12993972716171748,0.17010513190550375
n128_L32_S16,1.44,13,0.8125,0.15400716189347702,0.20161200243000352
n128_L32_S16,1.44,14,0.875,0.17791336744749295,0.2329078065535945
n128_L32_S16,1.44,15,0.9375,0.20214129285443497,0.2646247766994175
n128_L32_S16,1.44,16,1.0,0.22914331445761243,0.2999733382737179
n128_L32_S16,1.48,0,0.0,0.08096712794116447,0.10599471215835617
n128_L32_S16,1.48,1,0.0625,0.06851061061844445,0.08968778610465308
n128_L32_S16,1.48,2,0.125,0.05412199937725063,0.07085154051153945
n128_L32_S16,1.48,3,0.1875,0.03920993123767617,0.05133003332298576
n128_L32_S16,1.48,4,0.25,0.024311966286947078,0.03182698873129318
n128_L32_S16,1.48,5,0.3125,0.009007846159755301,0.0117922431627292
n128_L32_S16,1.48,6,0.375,0.010057307537679678,0.013166101412403538
n128_L32_S16,1.48,7,0.4375,0.026760893939816146,0.035032899429411526
n128_L32_S16,1.48,8,0.5,0.045856459304737,0.06003105616070427
n128_L32_S16,1.48,9,0.5625,0.06591081589725376,0.08628437412561311
n128_L32_S16,1.48,10,0.625,0.0863377070392756,0.11302538003682688
n128_L32_S16,1.48,11,0.6875,0.10753777896847468,0.140778563075563
n128_L32_S16,1.48,12,0.75,0.12892217240626658,0.16877304286947226
n128_L32_S16,1.48,13,0.8125,0.15296637511120068,0.2002495001625924
n128_L32_S16,1.48,14,0.875,0.1768506620430249,0.23151661044327215
n128_L32_S16,1.48,15,0.9375,0.20105614091828794,0.2632041956556689
n128_L32_S16,1.48,16,1.0,0.228035022086193,0.29852246390182136
n128_L32_S16,1.52,0,0.0,0.08162389101850956,0.10685448593457329
n128_L32_S16,1.52,1,0.0625,0.0691858360305432,0.09057172907036408
n128_L32_S16,1.52,2,0.125,0.05481605119398068,0.07176012927352128
n128_L32_S16,1.52,3,0.1875,0.0399236664562723,0.05226438978314515
n128_L32_S16,1.52,4,0.25,0.025038215302590514,0.032777727102850006
n128_L32_S16,1.52,5,0.3125,0.00971702461775739,0.012720634331296533
n128_L32_S16,1.52,6,0.375,0.00932206949884375,0.01220359543898037
n128_L32_S16,1.52,7,0.4375,0.025968232996840607,0.03399522067475796
n128_L32_S16,1.52,8,0.5,0.045040569572568266,0.05896296841308125
n128_L32_S16,1.52,9,0.5625,0.06507337646247253,0.08518807549063877
n128_L32_S16,1.52,10,0.625,0.08547997764119943,0.11190251964927667
n128_L32_S16,1.52,11,0.6875,0.10665838995266745,0.13962734790990416
n128_L32_S16,1.52,12,0.75,0.12802165990420275,0.16759417477968874
n128_L32_S16,1.52,13,0.8125,0.15204475090357836,0.19904299457088998
n128_L32_S16,1.52,14,0.875,0.17590903589723678,0.23028392015498478
n128_L32_S16,1.52,15,0.9375,0.20009407443266242,0.26194474675567603
n128_L32_S16,1.52,16,1.0,0.2270517939641698,0.2972353121350503
n128_L32_S16,1.56,0,0.0,0.08220094971678048,0.10760991807323267
n128_L32_S16,1.56,1,0.0625,0.06977936915333109,0.09134872800939114
n128_L32_S16,1.56,2,0.125,0.055426410014335174,0.07255915486726346
n128_L32_S16,1.56,3,0.1875,0.04055166913219904,0.05308651308876496
n128_L32_S16,1.56,4,0.25,0.025677807189641733,0.03361502193707058
n128_L32_S16,1.56,5,0.3125,0.010346856849967605,0.013545152723620979
n128_L32_S16,1.56,6,0.375,0.00868009844728105,0.011363186021545785
n128_L32_S16,1.56,7,0.4375,0.025269839119322544,0.03308094768641043
